Card,Quantity,Pilot,Archetype,Event,Date Posted,Main/Sideboard,Mana Value,Mana Cost,Colours,Most Recent Printing,Card Text,Type Line,Price EUR,Price USD,Rarity
Old-Growth Troll,4,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{G}{G}{G},['G'],2021-02-05,"Trample
When Old-Growth Troll dies, if it was a creature, return it to the battlefield. It's an Aura enchantment with enchant Forest you control and ""Enchanted Forest has '{T}: Add {G}{G}' and '{1}, {T}, Sacrifice this land: Create a tapped 4/4 green Troll Warrior creature token with trample.'""",Creature — Troll Warrior,1.89,0.8,rare
Oath of Nissa,3,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{G},['G'],2016-01-22,"When Oath of Nissa enters the battlefield, look at the top three cards of your library. You may reveal a creature, land, or planeswalker card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
You may spend mana as though it were mana of any color to cast planeswalker spells.",Legendary Enchantment,3.82,5.5,rare
Llanowar Elves,4,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{G},['G'],2018-11-16,{T}: Add {G}.,Creature — Elf Druid,0.26,1.17,common
Cavalier of Thorns,4,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,5.0,{2}{G}{G}{G},['G'],2019-07-12,"Reach
When Cavalier of Thorns enters the battlefield, reveal the top five cards of your library. Put a land card from among them onto the battlefield and the rest into your graveyard.
When Cavalier of Thorns dies, you may exile it. If you do, put another target card from your graveyard on top of your library.",Creature — Elemental Knight,14.95,14.22,mythic
Storm the Festival,4,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,6.0,{3}{G}{G}{G},['G'],2021-09-24,"Look at the top five cards of your library. You may put up to two permanent cards with mana value 5 or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.
Flashback {7}{G}{G}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,0.5,1.87,rare
"Nykthos, Shrine to Nyx",4,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2013-09-27,"{T}: Add {C}.
{2}, {T}: Choose a color. Add an amount of mana of that color equal to your devotion to that color. (Your devotion to a color is the number of mana symbols of that color in the mana costs of permanents you control.)",Legendary Land,31.47,34.37,rare
"Kiora, Behemoth Beckoner",4,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{2}{G/U},"['G', 'U']",2019-05-03,"Whenever a creature with power 4 or greater enters the battlefield under your control, draw a card.
−1: Untap target permanent.",Legendary Planeswalker — Kiora,0.58,1.19,uncommon
Polukranos Reborn,3,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{G}{G}{G},['G'],2023-04-21,,Legendary Creature — Hydra // Legendary Creature — Phyrexian Hydra,0.51,0.76,rare
Wolfwillow Haven,4,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{1}{G},['G'],2020-01-24,"Enchant land
Whenever enchanted land is tapped for mana, its controller adds an additional {G}.
{4}{G}, Sacrifice Wolfwillow Haven: Create a 2/2 green Wolf creature token. Activate only during your turn.",Enchantment — Aura,0.33,0.35,uncommon
"Karn, the Great Creator",4,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,4.0,{4},[],2019-05-03,"Activated abilities of artifacts your opponents control can't be activated.
+1: Until your next turn, up to one target noncreature artifact becomes an artifact creature with power and toughness each equal to its mana value.
−2: You may reveal an artifact card you own from outside the game or choose a face-up artifact card you own in exile. Put that card into your hand.",Legendary Planeswalker — Karn,16.09,14.44,rare
Esika's Chariot,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,4.0,{3}{G},['G'],2021-02-05,"When Esika's Chariot enters the battlefield, create two 2/2 green Cat creature tokens.
Whenever Esika's Chariot attacks, create a token that's a copy of target token you control.
Crew 4",Legendary Artifact — Vehicle,12.62,8.52,rare
Pithing Needle,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,1.0,{1},[],2022-07-08,"As Pithing Needle enters the battlefield, choose a card name.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities.",Artifact,1.09,0.87,rare
The Stone Brain,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{2},[],2022-11-18,"{2}, {T}, Exile The Stone Brain: Choose a card name. Search target opponent's graveyard, hand, and library for up to four cards with that name and exile them. That player shuffles, then draws a card for each card exiled from their hand this way. Activate only as a sorcery.",Legendary Artifact,1.91,2.65,rare
Woodcaller Automaton,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,10.0,{10},[],2022-11-18,"Prototype {2}{G}{G} — 3/3 (You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.)
When Woodcaller Automaton enters the battlefield, if you cast it, untap target land you control. It becomes a Treefolk creature with haste and base power and toughness equal to Woodcaller Automaton's power and toughness. It's still a land.",Artifact Creature — Construct,,0.25,rare
"Skysovereign, Consul Flagship",1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,5.0,{5},[],2022-02-18,"Flying
Whenever Skysovereign, Consul Flagship enters the battlefield or attacks, it deals 3 damage to target creature or planeswalker an opponent controls.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)",Legendary Artifact — Vehicle,4.43,4.28,mythic
Transmogrifying Wand,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,3.0,{3},[],2018-07-13,"Transmogrifying Wand enters the battlefield with three charge counters on it.
{1}, {T}, Remove a charge counter from Transmogrifying Wand: Destroy target creature. Its controller creates a 2/4 white Ox creature token. Activate only as a sorcery.",Artifact,0.55,0.35,rare
God-Pharaoh's Statue,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,6.0,{6},[],2019-05-03,"Spells your opponents cast cost {2} more to cast.
At the beginning of your end step, each opponent loses 1 life.",Legendary Artifact,0.19,0.43,uncommon
The Chain Veil,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,4.0,{4},[],2014-07-18,"At the beginning of your end step, if you didn't activate a loyalty ability of a planeswalker this turn, you lose 2 life.
{4}, {T}: For each planeswalker you control, you may activate one of its loyalty abilities once this turn as though none of its loyalty abilities have been activated this turn.",Legendary Artifact,18.83,26.69,mythic
Tormod's Crypt,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,0.0,,[],2020-07-03,"{T}, Sacrifice Tormod's Crypt: Exile target player's graveyard.",Artifact,0.31,0.24,uncommon
Cityscape Leveler,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,8.0,{8},[],2022-11-18,"Trample
When you cast this spell and whenever Cityscape Leveler attacks, destroy up to one target nonland permanent. Its controller creates a tapped Powerstone token.
Unearth {8}",Artifact Creature — Construct,14.33,11.54,mythic
Haywire Mite,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,1.0,{1},[],2022-11-18,"When Haywire Mite dies, you gain 3 life.
{G}, Sacrifice Haywire Mite: Exile target noncreature artifact or noncreature enchantment.",Artifact Creature — Insect,,,uncommon
The Filigree Sylex,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{2},[],2023-02-03,"{T}: Put an oil counter on The Filigree Sylex.
{T}, Sacrifice The Filigree Sylex: Destroy each nonland permanent with mana value equal to the number of oil counters on The Filigree Sylex.
{T}, Remove ten oil counters from among permanents you control and sacrifice The Filigree Sylex: It deals 10 damage to any target.",Legendary Artifact,0.36,0.24,rare
Pestilent Cauldron,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,3.0,{2}{B},['B'],2021-04-23,,Artifact // Sorcery,0.25,0.2,rare
Damping Sphere,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{2},[],2018-04-27,"If a land is tapped for two or more mana, it produces {C} instead of any other type and amount.
Each spell a player casts costs {1} more to cast for each other spell that player has cast this turn.",Artifact,0.33,0.29,uncommon
Darksteel Citadel,1,Pilot 2,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,0.0,,['L'],2021-04-23,"Indestructible
{T}: Add {C}.",Artifact Land,0.28,0.52,uncommon
Lair of the Hydra,2,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2021-07-23,"If you control two or more other lands, Lair of the Hydra enters the battlefield tapped.
{T}: Add {G}.
{X}{G}: Until end of turn, Lair of the Hydra becomes an X/X green Hydra creature. It's still a land. X can't be 0.",Land,2.95,1.52,rare
Elvish Mystic,4,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{G},['G'],2021-02-05,{T}: Add {G}.,Creature — Elf Druid,1.39,1.44,common
Cavalier of Thorns,4,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,5.0,{2}{G}{G}{G},['G'],2019-07-12,"Reach
When Cavalier of Thorns enters the battlefield, reveal the top five cards of your library. Put a land card from among them onto the battlefield and the rest into your graveyard.
When Cavalier of Thorns dies, you may exile it. If you do, put another target card from your graveyard on top of your library.",Creature — Elemental Knight,14.95,14.22,mythic
"Boseiju, Who Endures",2,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2022-02-18,"{T}: Add {G}.
Channel — {1}{G}, Discard Boseiju, Who Endures: Destroy target artifact, enchantment, or nonbasic land an opponent controls. That player may search their library for a land card with a basic land type, put it onto the battlefield, then shuffle. This ability costs {1} less to activate for each legendary creature you control.",Legendary Land,36.47,28.17,rare
"Kiora, Behemoth Beckoner",4,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{2}{G/U},"['G', 'U']",2019-05-03,"Whenever a creature with power 4 or greater enters the battlefield under your control, draw a card.
−1: Untap target permanent.",Legendary Planeswalker — Kiora,0.58,1.19,uncommon
"Karn, the Great Creator",4,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,4.0,{4},[],2019-05-03,"Activated abilities of artifacts your opponents control can't be activated.
+1: Until your next turn, up to one target noncreature artifact becomes an artifact creature with power and toughness each equal to its mana value.
−2: You may reveal an artifact card you own from outside the game or choose a face-up artifact card you own in exile. Put that card into your hand.",Legendary Planeswalker — Karn,16.09,14.44,rare
"Nykthos, Shrine to Nyx",4,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2013-09-27,"{T}: Add {C}.
{2}, {T}: Choose a color. Add an amount of mana of that color equal to your devotion to that color. (Your devotion to a color is the number of mana symbols of that color in the mana costs of permanents you control.)",Legendary Land,31.47,34.37,rare
Oath of Nissa,4,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{G},['G'],2016-01-22,"When Oath of Nissa enters the battlefield, look at the top three cards of your library. You may reveal a creature, land, or planeswalker card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
You may spend mana as though it were mana of any color to cast planeswalker spells.",Legendary Enchantment,3.82,5.5,rare
Polukranos Reborn,2,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{G}{G}{G},['G'],2023-04-21,,Legendary Creature — Hydra // Legendary Creature — Phyrexian Hydra,0.51,0.76,rare
Llanowar Elves,4,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{G},['G'],2018-11-16,{T}: Add {G}.,Creature — Elf Druid,0.26,1.17,common
Wolfwillow Haven,4,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{1}{G},['G'],2020-01-24,"Enchant land
Whenever enchanted land is tapped for mana, its controller adds an additional {G}.
{4}{G}, Sacrifice Wolfwillow Haven: Create a 2/2 green Wolf creature token. Activate only during your turn.",Enchantment — Aura,0.33,0.35,uncommon
Old-Growth Troll,4,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{G}{G}{G},['G'],2021-02-05,"Trample
When Old-Growth Troll dies, if it was a creature, return it to the battlefield. It's an Aura enchantment with enchant Forest you control and ""Enchanted Forest has '{T}: Add {G}{G}' and '{1}, {T}, Sacrifice this land: Create a tapped 4/4 green Troll Warrior creature token with trample.'""",Creature — Troll Warrior,1.89,0.8,rare
Cityscape Leveler,1,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,8.0,{8},[],2022-11-18,"Trample
When you cast this spell and whenever Cityscape Leveler attacks, destroy up to one target nonland permanent. Its controller creates a tapped Powerstone token.
Unearth {8}",Artifact Creature — Construct,14.33,11.54,mythic
Storm the Festival,4,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,6.0,{3}{G}{G}{G},['G'],2021-09-24,"Look at the top five cards of your library. You may put up to two permanent cards with mana value 5 or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.
Flashback {7}{G}{G}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,0.5,1.87,rare
 Forest,1,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Mainboard,5.0,{3}{G}{G},['G'],2019-06-14,"Vanishing 3 (This creature enters the battlefield with three time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)
When Deep Forest Hermit enters the battlefield, create four 1/1 green Squirrel creature tokens.
Squirrels you control get +1/+1.",Creature — Elf Druid,0.2,2.13,rare
Esika's Chariot,1,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,4.0,{3}{G},['G'],2021-02-05,"When Esika's Chariot enters the battlefield, create two 2/2 green Cat creature tokens.
Whenever Esika's Chariot attacks, create a token that's a copy of target token you control.
Crew 4",Legendary Artifact — Vehicle,12.62,8.52,rare
The Filigree Sylex,1,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{2},[],2023-02-03,"{T}: Put an oil counter on The Filigree Sylex.
{T}, Sacrifice The Filigree Sylex: Destroy each nonland permanent with mana value equal to the number of oil counters on The Filigree Sylex.
{T}, Remove ten oil counters from among permanents you control and sacrifice The Filigree Sylex: It deals 10 damage to any target.",Legendary Artifact,0.36,0.24,rare
Darksteel Citadel,1,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,0.0,,['L'],2021-04-23,"Indestructible
{T}: Add {C}.",Artifact Land,0.28,0.52,uncommon
Damping Sphere,1,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{2},[],2018-04-27,"If a land is tapped for two or more mana, it produces {C} instead of any other type and amount.
Each spell a player casts costs {1} more to cast for each other spell that player has cast this turn.",Artifact,0.33,0.29,uncommon
Cityscape Leveler,1,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,8.0,{8},[],2022-11-18,"Trample
When you cast this spell and whenever Cityscape Leveler attacks, destroy up to one target nonland permanent. Its controller creates a tapped Powerstone token.
Unearth {8}",Artifact Creature — Construct,14.33,11.54,mythic
The Stone Brain,1,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{2},[],2022-11-18,"{2}, {T}, Exile The Stone Brain: Choose a card name. Search target opponent's graveyard, hand, and library for up to four cards with that name and exile them. That player shuffles, then draws a card for each card exiled from their hand this way. Activate only as a sorcery.",Legendary Artifact,1.91,2.65,rare
The Chain Veil,1,Pilot 3,Mono-Green Devotion,Dreamhack Magic Showdown,2023-06-07,Sideboard,4.0,{4},[],2014-07-18,"At the beginning of your end step, if you didn't activate a loyalty ability of a planeswalker this turn, you lose 2 life.
{4}, {T}: For each planeswalker you control, you may activate one of its loyalty abilities once this turn as though none of its loyalty abilities have been activated this turn.",Legendary Artifact,18.83,26.69,mythic
